ID No,Prog Code,Gender,YoG,CGPA,CGPA100,CGPA200,CGPA300,CGPA400,SGPA,CGPA_Binned,Cluster,Cluster_Optimized,PC1,PC2
24646.0,6,1,2010.0,2.94,3.25,2.3,2.39,2.52,2.57,1,0,0,-2.48073209593702,-0.8836489817971178
38940.0,6,1,2010.0,2.62,2.72,2.34,2.33,2.68,2.19,1,0,0,-3.077981683160706,-0.8427300584632976
56998.0,6,0,2010.0,3.06,2.91,2.64,2.63,3.47,3.47,1,0,0,-1.4446440624998005,-1.6783089651428327
59256.0,6,1,2010.0,2.41,3.13,2.42,1.84,1.76,2.92,1,0,0,-3.4002550508249145,-1.682012419597937
51758.0,6,1,2010.0,3.33,3.49,2.74,2.7,3.32,3.04,1,2,2,-1.0707787561440316,-1.3458912825115343
86812.0,6,1,2011.0,1.97,2.8,2.1,0.9900000000000002,2.15,2.08,1,0,0,-4.608226154590329,-0.8502263933009481
96892.0,6,1,2010.0,2.56,2.28,2.14,1.87,2.68,4.2,1,0,0,-2.968014719599887,-2.7302352303010577
69098.0,6,1,2011.0,2.05,2.67,1.98,1.72,2.52,2.73,1,0,0,-3.8838089623088923,-0.9079855755080105
47843.0,6,1,2010.0,2.9,3.3,2.96,2.21,2.65,3.02,1,0,0,-1.9626642058280024,-1.4945948281382129
96047.0,6,1,2013.0,2.68,3.53,1.6700000000000002,1.85,2.56,3.48,1,0,0,-2.7327651652971334,-0.19218250239226858
57677.0,6,1,2012.0,2.42,2.8,2.28,1.84,2.71,2.68,1,0,0,-3.227940696419503,-0.06428436395730751
50688.0,6,1,2010.0,3.6,4.02,3.74,3.32,3.1,2.58,0,2,2,0.010513958827012967,-1.1101845835749173
91219.0,6,1,2010.0,3.82,3.89,3.52,3.36,3.72,3.93,0,2,2,0.8155736442786455,-2.242184626803163
59290.0,6,1,2010.0,3.41,3.96,2.9,3.2,3.66,3.75,1,2,2,0.0471080694609256,-1.7521051236750778
95187.0,6,1,2010.0,3.69,3.8,2.96,3.96,3.83,2.34,0,2,2,0.1183460422784442,-1.1873296117439196
83557.0,6,1,2014.0,2.21,2.73,1.92,1.56,2.42,2.41,1,0,0,-3.991715207298105,1.1061664459050353
70735.0,6,1,2010.0,4.31,3.96,4.32,4.29,3.93,3.82,0,1,1,2.187497365802325,-1.898183525049212
42220.0,6,1,2011.0,2.1,2.35,1.96,1.1,2.21,3.13,1,0,0,-4.3690843272826205,-0.973213856069933
94075.0,6,1,2010.0,3.5,3.48,3.52,3.36,3.24,2.68,0,2,2,-0.369423120891929,-1.6205654072835227
60969.0,6,1,2010.0,4.22,3.7,3.78,4.67,4.28,3.52,0,1,1,1.9349897930380002,-1.4710901919236101
24614.0,6,1,2010.0,2.71,2.58,2.48,1.88,3.41,3.75,1,0,0,-2.269175138016829,-1.5976821433572788
36772.0,6,1,2010.0,3.9,4.02,3.6,3.9,3.66,3.06,0,2,2,0.9108273115423325,-1.0763747693721384
30201.000000000004,6,1,2012.0,2.27,2.33,1.6099999999999999,1.95,1.5499999999999998,2.58,1,0,0,-4.573210995165846,0.20955075837709172
71947.0,6,1,2010.0,3.09,2.7,2.84,2.94,3.1,2.41,1,0,0,-1.8740524478798026,-1.2514912352986636
60186.0,6,1,2011.0,2.18,2.02,1.8,1.71,2.48,2.81,1,0,0,-4.2676519266416175,-0.8639792513037686
25083.0,6,1,2010.0,3.19,3.36,2.63,2.81,3.48,3.05,1,2,2,-1.1576954604567775,-1.0287894339836103
59488.0,6,1,2011.0,3.63,3.6,3.17,3.28,4.38,2.92,0,2,2,0.26161131400312315,-0.5253860984457165
72247.0,6,0,2011.0,3.88,4.06,3.35,4.0,4.14,2.85,0,2,2,1.01200089543157,-0.5648925472982784
58335.0,6,1,2011.0,2.77,2.94,1.94,2.76,3.24,3.04,1,0,0,-2.2279229580180453,-0.7120324244971675
54760.0,6,1,2011.0,2.8,3.11,2.58,2.82,3.38,3.21,1,0,0,-1.5789458406165806,-0.8242977663679166
42419.0,6,1,2011.0,2.74,3.47,2.22,2.0,3.42,3.13,1,0,0,-2.0364653718911714,-0.6649687151251491
23767.0,6,1,2011.0,2.74,3.02,1.96,2.63,3.52,2.97,1,0,0,-2.130956661795672,-0.27173106703838
68028.0,6,1,2014.0,2.42,2.98,2.19,1.59,1.7199999999999998,2.59,1,0,0,-3.8340019404698165,1.0652075397802998
35325.0,6,1,2011.0,3.32,3.49,3.02,3.16,3.87,3.13,1,2,2,-0.3484899424918745,-0.47335461667367745
42996.0,6,1,2013.0,3.69,3.51,3.24,3.74,4.21,2.42,0,2,2,0.27089303196715375,1.2981402273969418
73835.0,6,1,2011.0,4.65,4.45,4.42,4.86,4.9,4.22,0,1,1,3.7265668211127045,-1.2915774822701727
31373.0,6,0,2011.0,4.5,4.26,4.22,4.45,4.86,4.38,0,1,1,3.2372658999766935,-0.9670296345571741
23879.0,6,1,2012.0,3.48,3.31,2.43,3.3,3.81,3.28,1,2,2,-0.5654487074634339,0.30838784506623607
40593.0,6,1,2012.0,4.28,4.11,3.71,4.51,4.62,3.05,0,1,1,2.1232547519804124,0.41852128217013435
38697.0,6,1,2012.0,4.57,4.43,4.35,4.56,4.66,3.21,0,1,1,2.97698263637341,0.3015574331213306
34032.0,6,1,2012.0,3.14,3.26,2.85,3.53,2.94,3.05,1,2,2,-1.0238374460807218,0.16937630499810236
64900.0,6,1,2012.0,3.25,3.43,2.43,3.19,3.79,3.28,1,2,2,-0.7258743058306043,-0.15976186091841935
42472.0,6,1,2012.0,3.63,3.43,2.85,3.91,4.03,3.05,0,2,2,0.17989209835291745,0.2989661612332141
25421.0,6,1,2012.0,2.45,2.85,2.13,2.18,2.52,2.59,1,0,0,-3.221135429951656,0.3750410084046031
35378.0,6,1,2013.0,3.59,3.6,2.8,3.58,3.96,2.5,0,2,2,-0.17561219775191675,1.3377416013074788
65303.0,6,1,2012.0,3.49,4.02,2.84,3.25,3.38,2.58,1,2,2,-0.43728476696015073,0.1969971666453194
67051.0,6,1,2012.0,3.79,4.0,3.14,3.71,4.0,3.48,0,2,2,0.8270854270049051,-0.25535260187052927
36946.0,6,0,2012.0,3.95,3.74,3.18,4.07,4.55,2.19,0,2,2,0.7980716704470692,0.9530752734804102
53176.0,6,1,2012.0,2.91,2.83,2.63,2.57,3.07,3.13,1,0,0,-1.9451693176459663,-0.1763533902085083
23774.0,6,1,2013.0,2.68,2.55,1.7100000000000002,2.63,3.11,2.41,1,0,0,-2.9894977663396713,1.3451581990054966
69031.0,6,1,2012.0,3.72,3.87,3.14,3.46,4.14,3.59,0,2,2,0.6921117705775748,-0.36121474742275467
82585.0,6,1,2012.0,3.59,4.06,3.11,3.4,3.62,2.95,0,2,2,0.14734675900874905,-0.19332361186102173
85049.0,6,1,2012.0,3.49,3.94,3.1,2.77,3.7,2.86,1,2,2,-0.30761919871873555,-0.23248550846485216
47393.0,6,1,2012.0,2.91,3.34,2.35,2.16,2.6,2.73,1,0,0,-2.41280276640122,0.08058710214661861
78713.0,6,1,2012.0,2.34,3.11,2.15,1.79,2.42,2.71,1,0,0,-3.3461838912106616,-0.32863828529577593
31003.0,6,1,2012.0,3.74,3.98,3.2,3.4,4.03,3.05,0,2,2,0.5158832502653914,0.35475423773232073
80147.0,6,1,2012.0,3.8,3.85,3.19,3.93,4.1,2.95,0,2,2,0.7373033875812317,-0.05410714949307923
33831.0,6,1,2012.0,3.32,4.13,3.03,2.76,3.68,3.4,1,2,2,-0.15942394295828757,0.002623780224529139
86142.0,6,1,2012.0,2.25,3.06,2.09,1.56,1.94,2.58,1,0,0,-3.890972224239181,-0.4189565211111018
38726.0,6,1,2012.0,2.69,3.19,2.03,2.02,2.97,3.44,1,0,0,-2.438221583196237,-0.19702871741888692
56412.0,6,1,2012.0,3.08,3.43,2.71,2.39,3.61,3.83,1,2,2,-0.9762312304228653,-0.5545699560958327
54186.0,6,0,2012.0,4.09,3.77,3.13,4.24,4.76,3.75,0,1,1,1.6680120810053958,-0.11240362330847102
86213.0,6,1,2012.0,2.69,3.17,1.92,2.46,3.48,3.05,1,0,0,-2.1732284806982918,-0.34996437840044614
74310.0,6,1,2012.0,2.67,2.74,2.71,2.54,2.52,2.43,1,0,0,-2.6907198450490086,-0.088667026493306
41955.0,6,1,2012.0,4.0,4.17,4.04,3.53,3.83,2.58,0,1,1,1.0602616019454856,0.4210549068394064
26232.0,6,1,2012.0,3.07,3.53,2.88,2.84,2.84,2.86,1,0,0,-1.371051597034189,0.28577623481286485
59442.0,6,0,2012.0,2.81,3.68,1.7,2.51,3.26,2.97,1,0,0,-2.036082663053244,0.02370676006847114
39065.0,6,1,2012.0,4.47,4.11,4.12,4.56,4.83,3.3,0,1,1,2.716294988837486,0.2755284315825084
38380.0,6,1,2012.0,3.5,4.04,2.55,3.42,3.9,2.95,0,2,2,-0.07851193368314098,0.39279651614797045
28743.0,6,1,2012.0,3.71,3.34,3.13,3.8,4.19,3.83,0,2,2,0.6658984046595405,-0.04815859662810131
30500.000000000004,6,1,2012.0,3.51,3.64,2.86,3.61,3.86,2.77,0,2,2,-0.12118647197763323,0.5443329591035938
37185.0,6,1,2012.0,3.12,3.3,2.57,2.94,3.39,2.92,1,2,2,-1.2824133022462163,0.2470308226539167
57265.0,6,1,2012.0,2.98,3.4,2.62,2.53,2.74,2.95,1,0,0,-1.8345844126466448,-0.1294133355254345
27946.0,6,1,2012.0,4.18,4.19,3.79,4.38,4.23,2.73,0,1,1,1.7547249650946348,0.6705735442538364
88677.0,6,1,2012.0,2.68,3.06,2.29,2.56,2.63,2.63,1,0,0,-2.5927569990815935,-0.2791750736163076
73002.0,6,1,2012.0,3.79,3.7,3.29,3.98,4.07,2.73,0,2,2,0.6268935172759709,0.13720073744741257
61270.0,6,1,2013.0,4.06,4.29,3.9,3.81,4.34,3.89,0,1,1,2.0081681077138205,0.20929430922890602
82842.0,6,1,2013.0,3.74,4.07,3.69,3.47,3.9,2.29,0,2,2,0.5297888158060633,0.8431956348415915
49809.0,6,0,2013.0,3.66,3.51,3.28,3.39,4.07,2.97,0,2,2,0.22873334538293574,0.8297404344173853
79970.0,6,1,2013.0,3.41,4.07,3.2,2.53,3.9,3.3,1,2,2,-0.06760932927230441,0.20961906873715902
91217.0,6,1,2013.0,2.6,2.91,2.68,2.16,2.9,2.29,1,0,0,-2.691410824880494,0.4922174359099335
52379.0,6,1,2013.0,3.07,3.33,2.92,2.93,2.72,2.34,1,0,0,-1.6698229114456458,0.9575807470839224
52857.0,6,1,2013.0,3.29,3.73,2.93,2.77,3.86,2.5,1,2,2,-0.6985968156197875,1.0194952860470694
29071.0,6,1,2013.0,3.1,3.69,2.93,2.19,4.17,2.27,1,2,2,-1.0665217603672308,1.3828491398281202
62509.0,6,1,2013.0,4.45,4.67,4.16,4.55,4.59,3.59,0,1,1,3.0372808269483342,0.49487947432407614
25804.0,6,1,2013.0,4.12,4.38,3.59,4.05,4.28,3.26,0,1,1,1.7832360229441842,1.0397785547225202
92649.0,6,1,2013.0,3.76,3.81,3.33,3.49,4.41,1.74,0,2,2,0.26025204353241926,1.174060761311282
82371.0,6,1,2013.0,4.7,4.69,4.57,4.74,4.76,3.05,0,1,1,3.431941018973791,0.6095980023996047
78051.0,6,1,2013.0,4.04,4.27,3.53,3.62,4.41,2.5,0,1,1,1.1879659021790565,0.8995427107989934
87285.0,6,1,2013.0,3.04,3.47,3.24,2.47,3.03,2.11,1,2,2,-1.589061107120828,0.6718707462298275
30396.0,6,1,2013.0,3.7,4.02,3.49,3.19,4.07,3.83,0,2,2,0.8968970453084251,0.49899444127914
77710.0,6,1,2013.0,2.62,3.27,2.85,2.04,2.65,3.75,1,0,0,-2.0123117622209983,-0.29160599837936413
54595.0,6,0,2013.0,3.34,3.2,2.96,3.02,4.0,2.95,1,2,2,-0.5847061568731409,0.7499467080604894
76723.0,6,1,2013.0,4.93,4.96,4.92,4.93,4.97,4.44,0,1,1,4.677479638156596,-0.13846729999733023
27008.0,6,1,2013.0,3.0,3.53,3.37,2.2,3.09,2.5,1,0,0,-1.4586313193798788,1.0544256401584515
66793.0,6,1,2013.0,4.75,4.67,4.63,4.81,4.83,4.02,0,1,1,3.92939212114703,0.20529333201934719
34046.0,6,0,2013.0,3.75,3.49,3.47,3.86,3.94,3.68,0,2,2,0.8255115019886361,0.5858274366989247
67596.0,6,0,2013.0,3.97,3.87,3.76,3.8,4.24,2.81,0,1,1,1.1566896564013778,0.7711731261807485
82670.0,6,0,2014.0,3.3,2.25,2.98,3.07,3.23,2.66,1,0,0,-1.634568422987064,1.1383350343354595
35726.0,6,1,2013.0,2.58,3.04,2.65,1.51,2.9,2.07,1,0,0,-3.0515626990798363,1.1668690690203027
60649.0,6,1,2013.0,3.12,3.53,2.91,2.22,4.17,2.4,1,2,2,-1.0964999569679565,0.9611557711159154
79339.0,6,1,2013.0,3.79,4.13,3.71,3.48,4.15,2.58,0,2,2,0.8574753358659254,0.7437212734679334
86025.0,6,1,2013.0,3.76,4.02,3.43,3.64,3.9,2.36,0,2,2,0.4800724381410662,0.817236186984086
36782.0,6,1,2013.0,3.53,3.29,3.05,3.09,4.41,2.64,0,2,2,-0.21354307175974116,1.1956025925295113
75800.0,6,0,2013.0,3.88,3.51,3.4,3.43,4.52,2.97,0,2,2,0.7028976969091343,0.6085027107923463
44424.0,6,1,2013.0,4.61,4.58,4.18,4.79,4.86,2.47,0,1,1,2.949869596228886,1.4305025936277374
42675.0,6,1,2013.0,4.06,4.24,3.6,3.5,4.52,3.91,0,1,1,1.7582535000982127,0.42670855712509614
75819.0,6,1,2013.0,3.94,4.31,3.39,4.02,4.28,3.68,0,1,1,1.6428988805474287,0.2523129046656623
42576.0,6,1,2013.0,3.62,3.56,2.92,3.26,4.07,3.33,0,2,2,0.09843348470820056,0.7240971799267123
29972.0,6,1,2014.0,2.18,3.42,2.08,2.0,2.16,2.01,1,0,0,-3.5809954049706305,1.9504943009827513
38784.0,6,1,2013.0,2.75,3.24,3.07,1.9,2.91,3.33,1,0,0,-1.9033159450511994,0.3816886520348359
27405.0,6,1,2013.0,3.02,2.2699999999999996,2.36,2.76,4.32,2.23,1,0,0,-1.9147311723366465,1.5114581254323884
68101.0,6,1,2013.0,3.3,3.73,2.98,2.96,3.66,4.1,1,2,2,-0.07052404633975656,-0.12251689682939837
65727.0,6,1,2013.0,4.04,4.27,3.82,3.76,4.17,2.66,0,1,1,1.357407882749828,0.8825525403313877
48948.0,6,0,2013.0,4.44,4.53,4.33,4.21,4.62,3.31,0,1,1,2.784729624873221,0.7497081198853051
84566.0,6,1,2013.0,4.14,3.78,3.84,4.18,4.52,2.97,0,1,1,1.665256872842057,0.5635714976777074
52491.0,6,1,2013.0,4.33,4.51,4.08,4.24,4.72,3.91,0,1,1,2.8504863606854047,0.3912173912107142
39135.0,6,1,2013.0,4.36,4.16,4.21,4.38,4.72,3.54,0,1,1,2.673959303795935,0.7434758478355036
70139.0,6,1,2013.0,4.58,4.71,4.47,4.43,4.52,2.66,0,1,1,2.8750386282840488,0.9194744109033032
42515.0,6,0,2013.0,3.92,3.53,3.43,4.02,4.48,2.88,0,2,2,1.00637779934745,1.0815120717241034
86402.0,6,1,2013.0,2.67,3.18,3.03,1.73,2.71,3.28,1,0,0,-2.23229800775382,-0.152459872766063
78099.0,6,1,2013.0,3.08,2.69,3.33,2.29,3.59,2.34,1,0,0,-1.6707823788768683,0.6437754684104199
34874.0,6,1,2013.0,2.64,3.56,2.49,1.86,3.4,3.05,1,0,0,-1.9871026304176336,0.7368153069382936
25284.0,6,1,2013.0,4.3,4.31,4.0,4.19,4.76,3.28,0,1,1,2.4298156002021494,1.0661491950769433
71608.0,6,0,2013.0,3.97,3.82,3.81,3.98,4.17,3.52,0,1,1,1.4776087006086691,0.30092036903000524
50000.0,6,1,2014.0,4.18,4.58,3.63,4.02,4.14,2.15,0,1,1,1.4642124032655846,2.0943025285222743
29825.0,6,0,2014.0,3.97,3.82,3.33,4.19,4.28,2.57,0,1,1,1.0300381794747968,2.0897597186215133
58755.0,6,1,2014.0,4.62,4.73,4.27,4.67,4.66,3.54,0,1,1,3.3430302568332166,1.2492255455338808
57169.0,6,0,2014.0,4.54,4.6,4.02,4.6,4.9,2.98,0,1,1,2.9514408417391107,1.650235960588211
36334.0,6,1,2014.0,3.75,3.82,3.14,3.64,4.0,2.81,0,2,2,0.4349476127771975,1.79032368376913
33829.0,6,1,2014.0,4.62,4.73,4.25,4.52,4.83,3.68,0,1,1,3.4016640737602484,1.4448153959294083
94544.0,6,1,2014.0,3.27,3.56,2.45,2.87,3.66,2.97,1,2,2,-0.9519166148450964,0.9838995779511097
73687.0,6,1,2014.0,4.55,4.47,4.24,4.55,4.72,4.38,0,1,1,3.4133379596075537,0.5640308493235752
93621.0,6,1,2014.0,3.45,3.49,2.66,3.19,3.52,2.77,1,2,2,-0.7374860595538544,1.1101849551060836
41187.0,6,1,2014.0,2.97,3.6,2.63,2.54,2.81,2.17,1,0,0,-1.9457364920773228,1.8588104982140639
79248.0,6,1,2014.0,2.99,3.22,2.3,2.7,3.16,2.89,1,0,0,-1.8054713568028924,1.1017595423653488
85272.0,6,1,2014.0,2.88,3.42,2.33,2.45,2.81,3.05,1,0,0,-1.9999668257102718,0.865419801436882
45600.0,6,1,2014.0,3.74,4.0,3.19,3.68,3.39,2.71,0,2,2,0.21988062991909282,1.6742829391187148
24628.0,6,0,2014.0,3.36,3.89,3.07,2.89,2.97,2.88,1,2,2,-0.7284196795568908,1.6481104734157013
80844.0,6,1,2014.0,4.2,4.11,3.48,4.31,4.66,2.95,0,1,1,1.8402892979730272,1.3765177951239493
25001.0,6,1,2014.0,3.76,3.87,3.17,3.38,4.24,2.42,0,2,2,0.33712756521201326,2.151480498784708
53846.0,6,1,2014.0,3.76,3.78,2.9,3.7,4.1,3.75,0,2,2,0.7194647760606703,1.0831316335281398
27786.0,6,1,2014.0,3.86,4.29,3.19,3.71,4.0,3.19,0,2,2,0.991916814704431,1.6826768160405874
93343.0,6,1,2014.0,3.39,3.73,2.57,2.89,4.1,3.89,1,2,2,-0.11259315282681724,0.502042073901128
31987.0,6,1,2014.0,3.63,3.64,2.36,4.05,4.17,2.33,0,2,2,-0.07563069907755564,2.279317108978393
29341.999999999996,6,0,2014.0,3.6,3.67,3.14,3.26,3.65,3.13,0,2,2,-0.010924320696432323,1.5709657081527175
43835.0,6,1,2014.0,4.01,4.04,3.03,4.1,4.52,3.4,0,1,1,1.409350870331617,1.5106385317076987
71737.0,6,0,2014.0,3.45,3.27,2.9,3.25,4.19,1.88,1,2,2,-0.6792984566242936,1.9386178878568818
31199.0,6,0,2014.0,3.85,3.84,2.96,3.86,4.41,2.25,0,2,2,0.5310197887082984,2.291558233924314
46974.0,6,0,2014.0,4.68,4.8,4.29,4.67,4.93,3.52,0,1,1,3.57285137190402,1.4291386114127058
68748.0,6,1,2014.0,2.88,2.42,2.5,2.74,3.48,2.6,1,0,0,-2.152158472471297,1.3691164343205016
52666.0,6,1,2014.0,3.19,3.71,2.55,3.04,3.24,2.01,1,2,2,-1.3570200338761444,1.9690762537349487
82832.0,6,1,2014.0,3.79,3.98,3.04,3.91,4.1,2.66,0,2,2,0.6259975062009134,1.4400555804203659
40620.0,6,1,2014.0,4.22,3.96,3.72,4.48,4.48,2.71,0,1,1,1.8075009668336897,1.9158421736513598
60454.0,6,1,2014.0,2.71,3.31,2.52,2.35,2.58,3.13,1,0,0,-2.212861080012696,1.006229024733425
68544.0,6,1,2014.0,3.69,4.16,2.94,3.37,3.68,2.71,0,2,2,0.13090081683141083,1.4669909384613453
52469.0,6,0,2014.0,4.46,4.42,3.88,4.57,4.79,4.17,0,1,1,3.089687097148277,0.9717868092454883
75437.0,6,1,2014.0,4.44,4.53,3.86,4.38,4.76,2.88,0,1,1,2.526377991961133,1.4817117965439786
67693.0,6,1,2014.0,2.81,3.36,2.28,2.52,2.63,2.03,1,0,0,-2.554103343521521,1.6544759211197706
51382.0,6,1,2014.0,2.92,2.96,2.36,2.81,3.19,2.64,1,0,0,-1.9904434235017026,1.5474418050571197
55563.0,6,1,2014.0,3.9,3.58,3.35,3.98,4.17,2.66,0,2,2,0.720184403876866,1.7013802335650583
85190.0,6,1,2014.0,2.61,3.02,2.24,2.19,2.32,1.98,1,0,0,-3.2637394277769887,1.3964018457555607
91737.0,5,1,2010.0,1.9,2.18,2.53,1.17,1.59,2.89,1,0,0,-4.685814976245329,-2.197579913380046
25219.0,5,1,2010.0,1.9499999999999997,2.96,1.4700000000000002,0.9699999999999998,1.7799999999999998,3.06,1,0,0,-4.72414561340311,-1.3980209334916749
71274.0,5,1,2010.0,3.77,4.4,3.34,3.62,3.64,3.67,0,2,2,0.9691512305534632,-1.8082728187294315
64984.0,5,1,2011.0,2.24,2.62,2.74,1.3899999999999997,2.04,3.05,1,0,0,-3.6523246779124388,-1.2448296284803564
42991.0,5,1,2010.0,4.3,4.0,4.26,4.41,4.59,3.68,0,1,1,2.529766481853524,-1.4029848584688487
27117.0,5,1,2010.0,1.91,2.53,2.26,1.69,1.54,2.71,1,0,0,-4.4513260846316545,-1.2866754600653534
63022.0,5,0,2011.0,2.55,3.15,2.63,1.3399999999999999,2.61,2.27,1,0,0,-3.211289138933082,-0.6271163544918569
38806.0,5,1,2010.0,2.28,2.74,2.51,2.29,1.83,2.59,1,0,0,-3.523310181735294,-1.2402702965533088
87285.0,5,1,2010.0,2.37,3.21,2.56,1.95,1.66,2.89,1,0,0,-3.314539585882154,-1.986906409479597
80766.0,5,1,2010.0,3.99,4.19,3.91,3.69,4.07,2.97,0,1,1,1.3172090858900374,-1.4956041711769885
65201.0,5,0,2010.0,3.88,3.38,4.04,4.14,4.1,3.23,0,1,1,1.1878480513579113,-1.490678567204991
67808.0,5,1,2010.0,3.18,3.45,2.98,2.9,3.31,3.57,1,2,2,-0.7682549301916192,-1.8612996907303838
84887.0,5,1,2010.0,4.7,4.83,4.65,4.55,4.69,4.17,0,1,1,3.8110473692679094,-2.1154027255272445
86150.0,5,1,2010.0,4.39,4.4,4.4,4.31,4.4,2.5,0,1,1,2.3009819020173476,-1.1917004893862049
54478.0,5,1,2010.0,2.55,2.98,2.06,2.45,2.72,2.81,1,0,0,-2.819080125658297,-1.323175889307391
59738.0,5,1,2010.0,2.91,3.26,2.92,2.52,2.8,2.97,1,0,0,-1.7859180359985676,-1.536714377001232
75310.0,5,0,2010.0,3.15,3.57,3.14,2.66,3.04,3.59,1,2,2,-0.8864629603147267,-2.033446731266066
42582.0,5,1,2010.0,4.36,4.43,4.28,4.48,4.29,3.13,0,1,1,2.5013318981398505,-1.079203690438434
76998.0,5,0,2010.0,4.73,4.68,4.88,4.55,4.76,2.64,0,1,1,3.3342576633953,-1.1331514111444505
48412.0,5,1,2010.0,3.73,3.98,3.84,3.31,3.62,3.44,0,2,2,0.7281119270676472,-1.5430419611284145
55683.0,5,1,2010.0,2.7,3.32,2.22,2.79,2.55,3.57,1,0,0,-2.0588748950165594,-1.7772709134748763
58499.0,5,0,2010.0,4.43,4.3,4.53,4.38,4.5,4.53,0,1,1,3.202305119382827,-2.112899704428282
67244.0,5,1,2011.0,2.09,3.15,1.88,1.86,1.8,2.63,1,0,0,-3.980872011626618,-0.8712733269924542
54796.0,5,0,2010.0,3.47,3.26,3.35,3.52,3.79,2.14,1,2,2,-0.441415539236223,-0.7678346083129798
39708.0,5,1,2010.0,2.2,2.85,1.86,1.6600000000000001,2.29,3.75,1,0,0,-3.518527348221542,-1.8708859334296628
41932.0,5,0,2010.0,4.78,4.87,4.81,4.66,4.74,3.66,0,1,1,3.874362367509223,-1.3372063050334702
90694.0,5,1,2010.0,2.81,3.19,2.58,3.06,2.44,3.13,1,0,0,-1.947644441602745,-1.9244015199858404
66757.0,5,1,2010.0,3.79,4.0,3.33,3.48,4.24,3.61,0,2,2,0.9690761620336322,-1.6739006161611865
53027.0,5,1,2010.0,3.88,3.66,3.84,3.69,4.31,3.33,0,2,2,1.1603225763079428,-1.4004015931647624
24569.0,5,1,2010.0,4.75,4.91,4.7,4.69,4.64,2.32,0,1,1,3.273192702002387,-0.3367189957475284
66662.0,5,0,2010.0,3.27,2.94,3.13,3.72,3.48,3.13,1,2,2,-0.5793000742684928,-1.5105894683126817
73532.0,5,0,2010.0,4.7,4.91,4.67,4.48,4.64,3.89,0,1,1,3.7025917919916527,-1.8363917668122003
80757.0,5,0,2010.0,3.02,2.53,2.7,3.29,3.71,2.92,1,2,2,-1.409287483922568,-1.5298049581822408
71321.0,5,1,2010.0,3.36,3.62,3.02,3.31,3.45,3.33,1,2,2,-0.3325917915268535,-1.6795413362085791
94724.0,5,0,2010.0,3.81,3.55,4.18,3.77,3.72,4.1,0,2,2,1.2543196061295119,-2.4403398769639
44646.0,5,0,2010.0,3.39,2.68,3.45,3.9,3.74,3.67,1,2,2,-0.03200541343938229,-1.5892581454206365
87905.0,5,1,2010.0,3.41,3.89,3.15,3.69,2.98,2.81,1,2,2,-0.3226192807492511,-1.569930203179519
68313.0,5,1,2010.0,3.67,3.53,3.72,3.55,3.86,4.17,0,2,2,0.8792346332915879,-2.1498574738557283
90584.0,5,1,2010.0,3.48,3.51,3.21,3.52,3.71,2.81,1,2,2,-0.16186118364298974,-1.5411501969942925
96676.0,5,1,2010.0,2.55,3.3,2.61,2.06,2.21,3.57,1,0,0,-2.5080521119697887,-2.406034048202005
68321.0,5,1,2010.0,3.43,3.45,3.3,3.48,3.51,2.71,1,2,2,-0.34135583827768423,-1.2870422257042442
78809.0,5,0,2010.0,3.18,3.43,3.13,3.1,3.02,2.41,1,2,2,-1.186921970033878,-1.3192003403231445
91301.0,5,1,2010.0,2.17,2.36,2.37,2.45,1.7,2.19,1,0,0,-4.0441066462446935,-1.5750590534952242
90318.0,5,1,2010.0,3.51,3.87,3.44,3.48,3.22,3.2,0,2,2,0.06581589759803738,-1.8544955419475975
82681.0,5,1,2010.0,3.44,3.83,3.26,2.72,3.7,3.33,1,2,2,-0.18793519076475587,-1.8499417388382982
40720.0,5,1,2010.0,3.03,4.06,2.79,2.68,2.56,3.28,1,0,0,-1.238285489252693,-1.4718853616650012
32115.0,5,0,2011.0,2.62,2.61,2.44,2.26,3.08,3.2,1,0,0,-2.5149319205901906,-0.6865829677448286
87965.0,5,0,2011.0,4.22,4.32,4.23,3.87,4.14,4.38,0,1,1,2.403876569927564,-1.7543458883740493
95071.0,5,1,2011.0,2.43,2.89,1.84,2.1,2.74,3.33,1,0,0,-3.040842198335755,-1.4318863457356257
72615.0,5,1,2011.0,2.81,3.04,2.65,2.77,2.79,2.5,1,0,0,-2.1805068449890603,-0.6856619949040289
86281.0,5,1,2011.0,3.68,3.72,3.42,3.93,3.71,3.21,0,2,2,0.5877656535226242,-1.0348184655990198
34417.0,5,0,2011.0,3.75,3.66,3.74,4.0,3.69,2.5,0,2,2,0.5446478716769915,-0.07866288165492588
91820.0,5,1,2011.0,2.46,2.81,2.43,2.66,2.15,3.3,1,0,0,-2.773424928298578,-1.475246889431724
78519.0,5,1,2011.0,2.92,3.47,2.43,3.24,2.72,3.13,1,0,0,-1.540958351236689,-1.0343170307824583
92199.0,5,0,2011.0,4.44,3.66,4.86,4.59,4.79,3.52,0,1,1,2.90958601422863,-1.2174358582228915
71023.0,5,1,2012.0,3.19,3.4,2.22,3.55,2.6,2.97,1,0,0,-1.4672964581548367,-0.13641810125406267
88938.0,5,0,2011.0,3.89,3.72,3.88,4.31,3.79,2.77,0,1,1,1.0598308410892774,-0.7947490029334106
73432.0,5,1,2011.0,3.13,2.83,2.88,2.97,3.65,2.66,1,2,2,-1.336229803806429,-0.6761704812784778
