ID No,Prog Code,Gender,YoG,CGPA,CGPA100,CGPA200,CGPA300,CGPA400,SGPA,CGPA_Binned,Cluster,Cluster_Optimized,PC1,PC2
36622.0,2,1,2011.0,3.75,3.91,3.4,3.8,4.31,3.67,0,2,2,1.166167281270391,-0.6915615222965211
84771.0,2,1,2013.0,2.37,3.24,2.37,1.6699999999999997,3.0,3.13,1,0,0,-2.710188482033201,0.058557995215310334
52047.0,2,1,2011.0,4.18,4.46,4.0,4.04,4.41,3.83,0,1,1,2.3531477575287556,-0.9448276083533494
68586.0,2,1,2011.0,3.7,3.78,3.55,3.52,4.1,3.21,0,2,2,0.7104867095058106,-0.8476437307468074
38931.0,2,1,2011.0,2.6,2.93,2.42,1.79,2.9,3.33,1,0,0,-2.638702222494646,-0.8973137930513397
61810.0,2,1,2011.0,2.34,3.33,2.23,1.79,2.32,2.14,1,0,0,-3.4517604073267836,-0.47822471481587975
34009.0,2,1,2011.0,4.29,4.37,4.29,3.84,4.9,3.19,0,1,1,2.458368038421935,-0.35476708586676503
35088.0,2,1,2011.0,2.97,3.52,3.09,2.41,3.31,3.67,1,2,2,-1.0042437441893834,-0.9787328507205407
31875.999999999996,2,0,2011.0,4.2,4.35,3.67,4.11,4.83,3.67,0,1,1,2.316394087964697,-0.527003052982892
90903.0,2,0,2011.0,4.22,4.22,3.92,4.17,4.66,3.61,0,1,1,2.3061934859425395,-1.1854756706126908
96509.0,2,0,2011.0,3.26,3.37,3.08,3.07,3.6,3.54,1,2,2,-0.46656517983527396,-1.4473676049036635
26434.0,2,0,2011.0,4.29,4.11,4.22,4.5,4.76,3.67,0,1,1,2.7100639568470704,-0.512338482381836
31398.0,2,1,2013.0,1.88,2.28,1.79,1.2199999999999998,2.13,2.6,1,0,0,-4.813203767380359,0.7981183293530841
82684.0,2,1,2011.0,3.21,3.5,3.24,2.35,3.94,2.5,1,2,2,-0.9111518726783464,-0.7200727677652558
87329.0,2,1,2011.0,4.16,4.37,4.18,3.77,4.62,2.86,0,1,1,1.9920838513453398,-0.7731916680626248
43834.0,2,1,2011.0,3.55,3.65,3.1,3.39,4.34,2.85,0,2,2,0.20594944879499807,-0.2999787318650352
44837.0,2,0,2011.0,3.75,3.61,3.55,3.93,4.45,3.82,0,2,2,1.2718564299381225,-0.8716766905906009
46607.0,2,0,2011.0,3.56,3.5,3.11,3.54,3.84,2.66,0,2,2,-0.12889419328916835,-0.27333126232828386
25102.0,2,1,2011.0,2.95,3.76,2.63,2.56,3.77,3.48,1,2,2,-0.8897201245693407,-0.6094115862400733
63963.0,2,1,2012.0,3.14,3.49,2.55,3.14,3.66,2.81,1,2,2,-0.9707435492476828,0.09181021995003197
89366.0,2,1,2012.0,3.4,3.94,2.84,3.57,3.83,2.64,1,2,2,-0.12674264277924613,-0.015577512208113764
87311.0,2,1,2012.0,3.31,3.55,2.8,3.31,4.0,3.3,1,2,2,-0.22993806393350782,-0.4137810047624333
47359.0,2,0,2012.0,4.14,4.49,3.92,4.23,4.34,2.89,0,1,1,2.0147839070150524,0.35602717636147035
65174.0,2,1,2012.0,3.0,3.06,2.66,3.12,3.06,2.73,1,0,0,-1.6123699025196958,0.0034522047321028583
91026.0,2,1,2012.0,3.95,4.08,4.35,3.82,3.72,3.48,0,1,1,1.57063271987978,-0.6852997862318927
49018.0,2,0,2012.0,3.49,3.34,3.12,3.72,4.17,2.81,1,2,2,0.06950622655967553,0.32353213771116796
40705.0,2,0,2012.0,3.71,3.72,3.21,3.81,4.07,3.47,0,2,2,0.7357751995812989,0.030636563559262333
85381.0,2,1,2012.0,3.31,3.81,2.76,3.3,3.52,2.68,1,2,2,-0.5940578728984475,-0.06704231980894236
62609.0,2,1,2012.0,2.71,3.64,2.06,2.38,3.21,2.95,1,0,0,-2.025576263738135,-0.07348406291536046
93884.0,2,1,2012.0,2.75,3.17,2.75,2.46,2.48,2.73,1,0,0,-2.3140019908298664,-0.4772621463523874
25947.0,2,1,2012.0,3.91,3.96,3.55,4.02,3.79,2.95,0,2,2,0.9685035463734178,0.46798832600275386
67692.0,2,0,2012.0,4.63,4.6,4.47,4.51,4.9,3.39,0,1,1,3.3505730480206823,-0.0999512776457286
54194.0,2,1,2012.0,3.48,3.66,3.31,3.49,3.55,3.59,1,2,2,0.20573202635188068,-0.3204631762814488
34009.0,2,1,2012.0,3.73,3.98,3.8,3.79,3.83,2.77,0,2,2,0.8325264233339172,0.4275858412025172
63031.0,2,0,2012.0,4.54,4.62,4.31,4.53,4.32,3.59,0,1,1,2.989837861854571,-0.228203828202722
39238.0,2,1,2012.0,4.06,4.26,3.82,4.15,3.83,3.57,0,1,1,1.7177962079215763,-0.043720442257468975
76466.0,2,0,2012.0,3.84,4.04,3.56,4.02,3.55,3.75,0,2,2,1.1414502776712354,-0.5966977937985009
82165.0,2,1,2012.0,3.06,3.53,2.48,2.88,3.38,3.52,1,2,2,-1.0555856312023495,-0.5925647294056906
38614.0,2,1,2012.0,4.11,4.11,3.8,4.06,4.45,3.05,0,1,1,1.7395141013860531,0.3478221687621149
52474.0,2,1,2013.0,2.36,3.68,2.7,1.6799999999999997,2.39,2.73,1,0,0,-2.7398874625294396,0.5470866784232513
91416.0,2,1,2012.0,3.54,3.57,2.92,3.3,4.07,3.13,0,2,2,-0.02471585541911895,-0.3490111710024155
34705.0,2,1,2012.0,3.59,4.43,3.49,3.51,3.55,3.91,0,2,2,0.9635144411165442,-0.2818119882739084
57810.0,2,1,2012.0,2.7,3.0,1.7499999999999998,2.82,3.14,2.5,1,0,0,-2.562560521991647,0.29852010019397585
54162.0,2,0,2012.0,4.49,4.64,4.24,4.43,4.86,4.06,0,1,1,3.3407236453346254,-0.34707975137418834
84493.0,2,0,2012.0,4.48,4.85,4.53,4.55,4.34,4.77,0,1,1,3.6696690809292978,-1.1894648570493649
63642.0,2,1,2012.0,3.78,4.0,3.14,4.1,3.79,4.14,0,2,2,1.15623879364107,-0.6028103741676687
50479.0,2,0,2012.0,3.19,3.23,2.44,3.49,3.31,3.13,1,2,2,-1.034422896767107,0.041984534077336114
51372.0,2,1,2012.0,2.6,2.89,2.35,2.5,2.97,3.75,1,0,0,-2.1359380028079062,-0.5301612090899558
51132.0,2,1,2012.0,4.29,4.77,4.29,4.26,4.0,4.03,0,1,1,2.7552010586526725,-0.4405893094199369
54808.0,2,1,2012.0,3.19,4.11,2.95,3.0,2.97,4.38,1,2,2,-0.1918471459766726,-0.8825128533494695
41529.0,2,1,2012.0,3.66,4.02,3.12,3.77,3.55,3.05,0,2,2,0.3710940780854694,0.22377885943309472
62926.0,2,1,2012.0,3.56,3.96,2.75,3.63,3.72,3.04,0,2,2,0.07126685953277054,0.04436638400673221
96995.0,2,1,2012.0,3.71,3.51,3.25,4.23,3.79,2.5,0,2,2,0.3275103212257851,-0.003306152275162422
93198.0,2,0,2012.0,3.8,3.57,3.57,4.06,3.72,3.13,0,2,2,0.7203420248684678,-0.40275166461044065
66819.0,2,0,2012.0,3.85,3.79,3.37,3.89,4.21,3.04,0,2,2,0.9119437645909635,0.023663115075972702
74009.0,2,1,2012.0,3.29,3.91,3.08,3.02,2.79,3.21,1,2,2,-0.6949497407875341,-0.4278036203774605
92955.0,2,1,2012.0,2.7,3.23,2.56,2.84,2.38,2.42,1,0,0,-2.3984126381244204,-0.2285657499182676
42824.0,2,1,2012.0,4.06,3.98,4.06,3.65,4.14,4.58,0,1,1,1.9824719746978028,-0.7473817418840414
51605.0,2,1,2013.0,2.3,3.49,2.21,1.82,2.72,2.71,1,0,0,-2.930119296374859,0.6788556815813385
96970.0,2,1,2012.0,3.21,3.43,2.82,3.27,2.97,2.59,1,2,2,-1.19093321281663,-0.24552695488188933
30445.0,2,1,2012.0,2.72,3.43,2.17,2.51,2.81,2.58,1,0,0,-2.359867747828755,0.43673910571490715
93352.0,2,0,2012.0,3.94,3.74,3.31,4.06,4.48,3.68,0,2,2,1.3782728661791293,-0.5855972204772274
62851.0,2,1,2012.0,3.68,3.66,3.25,4.19,4.0,3.33,0,2,2,0.8023210014696244,-0.1039305171202136
42263.0,2,0,2012.0,3.82,4.0,3.24,4.19,3.65,2.38,0,2,2,0.5495730960963555,0.6705769175203493
61676.0,2,1,2013.0,3.76,3.98,3.41,3.83,4.14,3.13,0,2,2,0.9622958448658422,0.6707133628237101
25889.0,2,1,2013.0,3.06,3.87,2.84,2.24,3.17,3.91,1,0,0,-0.9232320637941828,0.3192142208003489
64891.0,2,0,2013.0,3.91,4.13,3.38,3.66,4.48,2.95,0,1,1,1.1612258228681094,0.7905228801289544
59091.0,2,1,2013.0,2.75,4.38,2.79,1.94,2.89,3.98,1,0,0,-1.1466399503053935,-0.1416215302011222
37392.0,2,1,2013.0,3.21,3.69,2.58,3.22,3.37,3.67,1,2,2,-0.5615909313541863,0.5044974618268401
71261.0,2,1,2013.0,4.09,4.29,3.86,4.15,4.07,3.26,0,1,1,1.7964537142073622,0.4878642681363161
94833.0,2,1,2014.0,2.71,3.82,2.59,2.39,2.69,3.59,1,0,0,-1.6295412057958931,0.38809773459495994
51954.0,2,1,2013.0,4.63,4.84,4.43,4.49,4.79,4.31,0,1,1,3.760975936562109,0.17884919138444436
46527.0,2,1,2013.0,3.44,4.09,3.2,2.83,3.8,2.95,1,2,2,-0.06446395755277201,0.8053920277758578
91406.0,2,1,2013.0,3.57,3.76,3.27,3.52,3.31,3.19,0,2,2,0.04842309148872698,0.16552765014649357
50233.0,2,1,2013.0,3.44,3.52,3.07,3.12,3.82,3.28,1,2,2,-0.187197478290417,0.5911877542835445
25650.0,2,0,2013.0,3.48,4.18,3.2,2.92,3.38,2.77,1,2,2,-0.22629062877268602,1.1010049927573922
62578.0,2,0,2013.0,3.09,3.4,2.92,2.61,3.45,3.36,1,2,2,-1.0076376454589677,0.2989674125701931
77186.0,2,1,2013.0,3.74,4.4,3.45,3.58,3.77,4.03,0,2,2,1.2310961395348636,-0.10351387163202819
69519.0,2,0,2013.0,3.7,4.38,3.36,3.27,3.59,1.88,0,2,2,0.07809957940905825,1.2269468342483634
51131.0,2,1,2013.0,3.33,3.6,2.85,3.19,3.66,2.5,1,2,2,-0.684547387390482,1.063486714678179
54460.0,2,0,2013.0,4.75,4.87,4.61,4.64,4.9,4.64,0,1,1,4.220969182194734,-0.03165836208301941
68073.0,2,0,2013.0,3.49,3.96,3.29,3.23,3.38,3.89,1,2,2,0.27820846104018093,-0.022774108888098964
59942.0,2,1,2013.0,3.88,3.91,3.18,4.3,4.23,2.29,0,2,2,0.8429914129570864,1.291626009831279
77680.0,2,1,2013.0,2.65,3.93,2.63,2.29,1.97,2.42,1,0,0,-2.4675432609690104,0.5066684730675479
23894.0,2,1,2013.0,2.98,3.64,2.59,2.19,3.97,3.67,1,2,2,-0.9460992494570855,0.6037420994797413
94422.0,2,0,2013.0,4.64,4.71,4.57,4.51,4.76,4.22,0,1,1,3.7263105813527524,-0.2536307454504972
81365.0,2,0,2013.0,4.46,4.73,4.33,4.36,4.38,3.67,0,1,1,2.995722387999574,0.17483715032028618
81131.0,2,0,2013.0,3.83,4.36,3.67,3.28,3.83,3.59,0,2,2,1.1072728967588414,0.06958474182051644
47756.0,2,0,2014.0,2.41,3.02,2.69,1.81,1.82,2.43,1,0,0,-3.4298085833299097,1.3550488371905003
88318.0,2,0,2013.0,3.21,4.18,3.09,2.87,2.86,2.67,1,2,2,-0.8201420670436232,0.4045569115580522
44579.0,2,0,2014.0,2.16,3.37,2.17,1.42,1.86,1.67,1,0,0,-4.155071139626484,1.8798152092083549
58937.0,2,1,2013.0,3.69,3.8,3.02,3.36,4.19,2.85,0,2,2,0.2730151734508434,0.8640567053780588
85986.0,2,0,2013.0,3.73,3.6,3.0,3.94,4.0,2.5,0,2,2,0.2306385784972842,0.8138043458289402
45643.0,2,1,2013.0,4.0,4.38,3.4,2.5,3.81,3.04,0,2,2,0.47577620848131824,0.7464532286110473
54855.0,2,1,2013.0,3.23,3.82,2.92,2.64,3.42,2.19,1,2,2,-1.1088608855097792,1.1142017471735433
87399.0,2,1,2013.0,3.72,4.33,3.51,3.75,3.73,4.1,0,2,2,1.300477326350921,-0.25589786717840574
70858.0,2,1,2013.0,4.12,4.73,3.92,4.17,4.21,3.2,0,1,1,2.1678248835007157,0.5628067262474001
87617.0,2,1,2013.0,2.91,4.02,2.79,2.11,2.97,2.63,1,0,0,-1.630454518052884,0.3839264407646122
50884.0,2,0,2013.0,3.82,4.56,3.63,3.55,3.48,2.62,0,2,2,0.7829479061023479,0.9788470784778065
72491.0,2,1,2013.0,3.08,4.11,2.71,2.62,3.16,2.95,1,2,2,-1.0249262388809794,0.45944946635089
64823.0,2,1,2013.0,2.72,3.89,2.58,2.11,3.07,3.28,1,0,0,-1.6542650175303932,0.263506402245716
57244.0,2,1,2013.0,3.59,4.02,3.47,3.27,3.79,3.33,0,2,2,0.5100509915503244,0.4761946851176638
61718.0,2,1,2013.0,3.99,4.62,3.94,3.81,3.9,3.57,0,1,1,1.820643631803623,0.344462830080887
86812.0,2,1,2013.0,4.32,4.38,3.71,4.39,4.83,3.47,0,1,1,2.5230819601955763,0.3556424062086681
57078.0,2,1,2013.0,3.48,3.42,2.93,3.4,4.07,3.4,1,2,2,0.02156742293239882,0.523572169106917
48205.0,2,1,2013.0,4.67,4.53,4.59,4.84,4.83,3.46,0,1,1,3.5762708211172454,0.7422232753824528
69017.0,2,1,2013.0,4.39,4.42,3.94,4.45,4.83,4.14,0,1,1,3.009892267099143,0.12767621933122222
56218.0,2,1,2013.0,2.95,3.96,3.2,2.22,3.1,2.92,1,2,2,-1.1689072734930177,0.5258010089740027
64377.0,2,1,2013.0,4.46,4.76,4.53,4.38,4.34,3.2,0,1,1,2.939386688616507,0.6149174984640461
39873.0,2,1,2013.0,2.88,3.2,2.56,2.35,3.31,2.5,1,0,0,-1.9990644502809873,1.0431205192277873
39868.0,2,0,2013.0,4.46,4.69,4.02,4.13,4.69,3.47,0,1,1,2.774813245770476,0.8012318774945633
52721.0,2,1,2013.0,3.22,4.07,2.78,2.96,3.69,2.73,1,2,2,-0.5408836535820145,0.910759169858348
23558.0,2,1,2013.0,3.36,4.33,3.38,2.15,3.59,4.2,1,2,2,0.1413600048357542,0.18389875982854625
93644.0,2,1,2013.0,2.84,3.67,2.43,2.55,2.38,3.21,1,0,0,-1.955544584762654,-0.035401951968412594
87241.0,2,1,2014.0,3.37,3.18,2.67,3.78,3.72,2.92,1,2,2,-0.5056339728470984,1.1588425797516686
81090.0,2,1,2014.0,4.36,4.04,3.73,4.7,4.72,2.85,0,1,1,2.2420932861846543,1.4574903038686673
94907.0,2,1,2014.0,3.25,4.04,3.04,3.2,2.9,3.35,1,2,2,-0.4455850519432836,0.6292628903330301
82490.0,2,1,2014.0,4.3,4.6,4.0,4.43,4.34,3.26,0,1,1,2.4954017876175,1.1025433155980584
34949.0,2,1,2014.0,4.26,4.56,4.1,4.36,4.17,3.26,0,1,1,2.3816421526700196,1.5720177922495915
67091.0,2,1,2014.0,3.59,3.6,3.29,4.04,3.68,3.06,0,2,2,0.40519055480048455,1.2671278375643793
79245.0,2,1,2014.0,3.76,4.33,3.56,3.73,3.33,3.89,0,2,2,1.0689385304528636,0.5629171161686612
78532.0,2,1,2014.0,4.52,4.56,4.06,4.68,4.52,3.47,0,1,1,2.9591894792415006,1.0728066604441662
40103.0,2,0,2014.0,4.13,4.36,3.31,4.4,4.45,3.96,0,1,1,2.1624932617309964,1.2215015462158496
83441.0,2,1,2014.0,3.51,4.0,3.18,3.83,3.1,2.87,0,2,2,0.03388762667832204,1.1321577923410564
43726.0,2,1,2014.0,3.49,3.71,2.94,3.85,3.55,3.28,1,2,2,0.12405110459635452,1.395401245316249
72100.0,2,1,2014.0,3.84,3.98,3.2,4.04,3.9,2.64,0,2,2,0.7045792103031774,1.5382500329230648
80882.0,2,1,2014.0,3.83,4.16,3.4,3.89,3.72,2.97,0,2,2,0.8675354385262632,1.1855934848449596
33716.0,2,1,2014.0,3.64,3.84,2.88,3.76,3.66,2.4,0,2,2,-0.04933397483069193,2.0618151518675267
61401.0,2,0,2014.0,4.3,4.47,3.88,4.47,4.38,2.81,0,1,1,2.2262879551732837,1.6222098774661728
57882.0,2,1,2014.0,2.82,3.04,2.45,2.7,2.81,3.47,1,0,0,-1.9058897582671661,0.9005530837542268
47395.0,2,0,2014.0,3.49,3.64,2.98,3.63,3.55,3.2,1,2,2,-0.035964397133069044,1.3719034303928475
45885.0,2,1,2014.0,3.76,3.71,3.55,4.06,3.79,2.92,0,2,2,0.7508850508941404,1.5797542060328327
70584.0,2,0,2014.0,3.6,3.78,2.57,3.86,4.0,2.92,0,2,2,0.13550547775285293,1.4387891691238122
39336.0,2,0,2014.0,4.31,4.29,3.76,4.47,4.66,2.72,0,1,1,2.177682892092534,1.9614205026515805
68614.0,2,1,2014.0,3.81,3.93,3.38,4.19,3.76,2.44,0,2,2,0.6830683827330958,1.666790159804659
44971.0,2,1,2014.0,3.83,3.47,3.49,4.33,3.97,3.2,0,2,2,0.9635587746675353,1.4747616054767652
37204.0,2,1,2014.0,3.4,3.36,2.75,4.11,3.58,2.68,1,2,2,-0.3268692044355603,1.863340508127074
35054.0,2,0,2014.0,3.78,3.58,3.27,3.84,4.16,4.1,0,2,2,1.0626987839861355,1.0435236578619411
70357.0,2,0,2014.0,4.09,4.6,3.37,4.04,4.1,4.06,0,1,1,1.975162620720735,0.748248766656792
37681.0,2,0,2014.0,4.14,4.27,3.49,4.17,4.31,3.54,0,1,1,1.869991859323285,1.4309816327362228
33416.0,2,0,2014.0,4.22,4.18,3.86,4.45,4.45,2.5,0,1,1,1.9046520374840648,2.105204245905076
94142.0,2,1,2014.0,4.15,4.33,3.57,4.36,4.1,3.68,0,1,1,1.987868199044627,0.7184416037227984
29930.0,2,1,2014.0,3.15,2.98,2.18,3.8,3.72,2.85,1,2,2,-1.0589788529722366,1.8677121378859418
85295.0,2,1,2014.0,3.35,3.09,3.07,3.8,3.59,3.44,1,2,2,-0.2081431292556886,0.7944222905458229
90869.0,2,0,2014.0,4.66,4.6,4.27,4.77,4.9,4.17,0,1,1,3.7064973705885564,0.5596077228137551
44518.0,2,0,2014.0,3.96,3.8,3.39,4.4,4.52,2.5,0,1,1,1.2499939414215986,2.017300919853467
77775.0,2,0,2014.0,3.44,3.87,2.92,3.3,3.52,3.28,1,2,2,-0.12704228688519964,0.9695155870854785
72586.0,2,1,2014.0,3.65,3.96,3.33,3.87,3.73,3.36,0,2,2,0.7312283899102477,1.029532977828287
49290.0,2,0,2014.0,3.69,3.93,3.33,3.66,3.79,2.94,0,2,2,0.5111583375584033,1.5222817373466493
28070.0,2,0,2014.0,4.5,4.76,3.9,4.87,4.55,2.92,0,1,1,2.8817247058568327,2.00544679520458
87019.0,2,1,2014.0,3.74,3.93,3.04,4.27,3.79,2.71,0,2,2,0.5991500686039083,1.3566377663845086
41258.0,2,0,2014.0,3.71,4.36,3.07,3.66,3.52,3.89,0,2,2,0.8453620554857333,1.055405154159235
42268.0,2,0,2014.0,4.2,4.29,3.68,4.57,4.34,3.62,0,1,1,2.2778547862740512,1.3593991657047155
63977.0,2,1,2014.0,4.19,4.44,3.61,4.28,4.38,2.81,0,1,1,1.8843781199403873,1.6011882309234748
67793.0,2,1,2014.0,3.85,3.98,3.2,4.39,4.07,3.54,0,2,2,1.3187602791625799,1.1031990859876275
46062.0,2,1,2014.0,3.38,3.82,2.98,3.83,3.1,3.61,1,2,2,0.011117263235366963,1.1026710489959275
31018.0,2,1,2014.0,4.15,4.24,3.39,4.58,4.48,2.86,0,1,1,1.8441702069922574,1.9917613758589896
38008.0,2,1,2014.0,4.34,4.49,3.86,4.47,4.45,3.36,0,1,1,2.5018856338625306,1.5600470037463665
71020.0,2,0,2014.0,3.43,3.47,2.53,3.48,4.07,3.16,1,2,2,-0.2489462448380504,1.2394794154290192
92825.0,2,1,2014.0,3.42,3.36,2.35,3.85,3.9,2.76,1,2,2,-0.4776279008671228,1.2784320654153818
66413.0,2,1,2011.0,2.28,2.71,2.36,1.5300000000000002,2.39,3.48,1,0,0,-3.368712488862904,-1.402464524822508
36497.0,2,1,2010.0,1.97,3.11,2.47,1.4100000000000001,2.87,3.96,1,0,0,-2.9230720139593207,-1.993184562713502
75515.0,2,1,2010.0,1.97,3.0,1.52,1.08,1.42,3.44,1,0,0,-4.656115188197176,-2.2130755885769506
88837.0,2,1,2010.0,1.86,2.97,2.04,1.86,2.23,3.47,1,0,0,-3.624624639127797,-2.2603138613957725
88357.0,2,1,2010.0,1.8399999999999999,1.92,1.44,1.6600000000000001,1.6,3.26,1,0,0,-5.099150164808164,-2.203908796395006
57038.0,7,1,2010.0,2.33,2.76,2.2,2.29,2.52,2.66,1,0,0,-3.263308344928776,-1.3450443986695277
85508.0,7,1,2010.0,2.36,3.59,2.8,2.06,1.6800000000000002,3.44,1,0,0,-2.6914392545003505,-2.299312941158393
94681.0,7,1,2011.0,2.0699999999999994,2.62,2.26,1.2400000000000002,1.8399999999999999,2.03,1,0,0,-4.610659540824316,-0.9430050538859996
33027.0,7,0,2011.0,1.73,2.71,1.88,1.1,1.4,2.19,1,0,0,-5.242367603488571,-0.40924845870716886
49561.0,7,0,2010.0,3.1,3.02,3.34,3.02,2.7,2.89,1,0,0,-1.3863091013807773,-1.3919295980177193
27809.0,7,1,2012.0,1.9400000000000002,2.7,2.12,1.48,2.13,2.27,1,0,0,-4.347084667158753,0.3803071714922946
63419.0,7,0,2010.0,2.39,3.64,2.77,1.94,1.94,3.67,1,0,0,-2.492357563322628,-2.168362100947447
71578.0,7,1,2010.0,2.06,2.82,1.84,2.18,2.0,2.19,1,0,0,-4.127348392726157,-1.2668334915041595
84206.0,7,1,2010.0,1.7400000000000002,2.24,1.76,1.78,1.2600000000000002,2.66,1,0,0,-5.147129347694868,-1.8624464461659993
80596.0,7,1,2011.0,2.47,3.4,1.76,2.03,2.5,2.85,1,0,0,-3.1039163657109134,-0.9890556811057456
94348.0,7,1,2010.0,4.1,4.33,4.33,4.31,3.17,3.44,0,1,1,1.7252080383825696,-2.0213330554369624
33541.0,7,0,2010.0,4.13,3.8,4.0,4.19,4.1,3.67,0,1,1,1.777165134985465,-1.3679071984151265
94428.0,7,1,2010.0,4.41,4.3,4.8,4.53,4.1,3.13,0,1,1,2.6719314568642347,-1.7328018229881397
33659.0,7,1,2010.0,3.31,3.53,3.04,3.47,2.74,2.71,1,2,2,-0.9316619202830505,-0.9832530675510325
68977.0,7,1,2010.0,4.4,4.44,4.26,4.49,4.24,3.52,0,1,1,2.646192679131958,-1.6012470942292063
30599.0,7,1,2010.0,4.03,3.93,4.12,4.0,3.62,3.2,0,1,1,1.3244652284587868,-1.1522087095657259
62829.0,7,1,2010.0,3.45,3.58,3.68,3.55,3.21,2.78,1,2,2,-0.1338511586644065,-1.3441501728466347
91858.0,7,1,2010.0,4.09,4.04,4.24,4.28,3.66,3.67,0,1,1,1.8300266325492407,-2.073022497569699
92604.0,7,1,2010.0,4.35,4.58,4.54,4.17,4.0,3.83,0,1,1,2.6763467154063116,-2.143784796538975
24810.0,7,1,2010.0,2.7,3.62,2.61,2.36,2.19,3.75,1,0,0,-2.0006710101257132,-1.6811059702014484
61726.0,7,1,2010.0,4.25,4.42,4.46,4.08,3.66,3.13,0,1,1,1.983678041951224,-1.4437271440807449
50643.0,7,1,2012.0,4.71,4.78,4.88,4.68,4.13,3.96,0,1,1,3.638122923067162,-0.3826087403437951
40247.0,7,0,2010.0,4.56,4.6,4.56,4.66,4.0,3.28,0,1,1,2.8907260311769143,-1.1805114987403
49025.0,7,1,2010.0,3.93,3.91,4.22,3.91,3.03,3.44,0,2,2,1.0314603792679522,-1.6046196294629564
94075.0,7,1,2010.0,4.71,4.64,4.62,4.83,4.45,4.27,0,1,1,3.7422351293678844,-2.2814608926512725
59352.0,7,1,2010.0,4.34,4.24,4.0,4.6,4.52,3.13,0,1,1,2.399502095924144,-1.1914699132252822
53167.0,7,0,2010.0,4.61,4.76,4.72,4.66,4.14,3.26,0,1,1,3.173063371524181,-1.3009511274437962
37138.0,7,0,2010.0,4.85,4.78,4.9,4.83,4.66,4.03,0,1,1,4.105250958501955,-1.512174645014204
69344.0,7,1,2010.0,3.32,3.15,3.56,3.3,3.07,3.82,1,2,2,-0.34912617959370507,-2.0982751650745595
33204.0,7,1,2010.0,4.36,4.56,4.36,4.17,3.97,3.47,0,1,1,2.425742039066032,-1.2623198788475087
46503.0,7,0,2010.0,4.7,4.47,4.76,4.68,4.66,3.75,0,1,1,3.5600485240834416,-1.465697288633401
31124.0,7,0,2010.0,4.87,4.89,4.92,4.98,4.55,3.96,0,1,1,4.186248109758668,-1.3996926738196058
23722.0,7,1,2010.0,4.08,4.33,4.12,4.0,3.62,3.91,0,1,1,1.8602543133363314,-1.4845146368876367
26407.0,7,1,2010.0,4.02,4.27,4.12,3.83,3.66,4.51,0,1,1,1.945482598978965,-1.894328176031011
97178.0,7,1,2010.0,3.79,4.02,4.1,3.66,2.59,3.57,0,2,2,0.6153931085147387,-2.2789274573152696
74441.0,7,0,2010.0,4.45,4.22,4.56,4.47,4.21,3.67,0,1,1,2.7520914538164316,-1.8030067019697291
47857.0,7,1,2010.0,3.5,3.04,3.24,3.43,3.84,2.31,0,2,2,-0.5644201456539638,-0.7917281431211027
41325.0,7,1,2010.0,4.27,4.44,4.36,4.28,4.07,3.75,0,1,1,2.507135463091922,-1.5049058721188067
82503.0,7,1,2010.0,4.56,4.42,4.78,4.55,4.21,3.2,0,1,1,2.930018489734853,-1.6119795327227953
37861.0,7,1,2010.0,4.02,4.42,4.22,3.74,3.21,4.17,0,1,1,1.6759026909790362,-1.889431252480245
54559.0,7,1,2010.0,4.52,4.31,4.72,4.54,4.21,4.38,0,1,1,3.2489071689624955,-2.0200100817754842
96103.0,7,1,2011.0,2.28,3.33,3.24,1.98,2.19,3.36,1,0,0,-2.44000377249557,-1.7175259667767793
47666.0,7,1,2010.0,2.65,2.96,2.66,2.1,2.68,2.97,1,0,0,-2.5603529105867002,-1.461196728468253
42010.0,7,0,2010.0,4.41,4.11,4.64,4.32,4.24,4.17,0,1,1,2.838597720047102,-1.7816193767702122
25221.0,7,1,2010.0,4.04,4.09,4.38,3.96,3.14,3.59,0,1,1,1.4450536036370532,-1.4227049725306782
34656.0,7,1,2010.0,4.34,3.8,4.66,4.55,3.97,2.5,0,1,1,1.9653451541868514,-0.7270752480052926
91529.0,7,1,2010.0,3.88,4.07,4.02,3.72,3.34,3.75,0,2,2,1.1565768738950517,-2.2022857384713825
79534.0,7,1,2010.0,2.83,3.72,3.52,2.13,1.9,3.05,1,0,0,-1.8807352500138983,-2.022924432007635
97025.0,7,0,2010.0,4.77,4.91,4.88,4.83,4.28,4.24,0,1,1,3.9854379804016418,-2.3361058850408902
38829.0,7,0,2010.0,4.3,4.6,4.34,4.38,3.41,4.31,0,1,1,2.523352395592121,-1.8805981827000098
50667.0,7,1,2010.0,4.73,4.62,4.7,4.85,4.69,4.38,0,1,1,3.9733066214825827,-1.8522120326443983
88654.0,7,1,2010.0,3.32,3.36,3.52,3.41,3.07,3.83,1,2,2,-0.19275801866287515,-2.2877648094876455
51962.0,7,1,2010.0,3.41,4.11,3.12,2.89,3.0,3.33,1,2,2,-0.4048828910734547,-1.561835105344946
89455.0,7,1,2010.0,4.53,4.36,4.7,4.38,4.48,3.36,0,1,1,2.945592487672474,-1.7603668912680501
89149.0,7,0,2010.0,2.93,2.96,3.2,2.67,2.72,3.54,1,0,0,-1.5431953112836307,-2.2430040010186207
48531.0,7,1,2010.0,3.93,4.13,3.94,4.1,3.24,4.3,0,1,1,1.5332979196854273,-2.023188983404398
